subregions,years,animal_price,year_id,subregion_id
Southern Europe,2010-2015,245.3,8,1
Northern Europe,2010-2015,230.4,8,2
Northern Europe,2010-2015,829.4,8,2
Northern Europe,2010-2015,37.76,8,2
Southern Europe,2010-2015,201.71,8,1
Eastern Europe,2010-2015,128.25,8,3
,2010-2015,1518.94,8,5
,2010-2015,230.67,8,5
,2010-2015,182.9,8,5
Eastern Europe,2010-2015,186.01,8,3
,2010-2015,33.43,8,5
Western Europe,2010-2015,219.5,8,4
,2010-2015,41.15,8,5
Northern Europe,2010-2015,27.85,8,2
Southern Europe,2010-2015,261.45,8,1
Eastern Europe,2010-2015,148.78,8,3
Western Europe,2010-2015,351.83,8,4
Western Europe,2010-2015,36.9,8,4
Eastern Europe,2010-2015,28.06,8,3
Northern Europe,2010-2015,30.74,8,2
Northern Europe,2010-2015,119.24,8,2
Southern Europe,2010-2015,52.19,8,1
Western Europe,2010-2015,414.33,8,4
,2010-2015,37.4,8,5
Northern Europe,2010-2015,39.99,8,2
Southern Europe,2010-2015,215.03,8,1
,2010-2015,139.57,8,5
Northern Europe,2010-2015,226.74,8,2
,2010-2015,34.84,8,5
Western Europe,2010-2015,50.0,8,4
,2010-2015,169.69,8,5
Southern Europe,2010-2015,44.42,8,1
,2010-2015,,8,5
Northern Europe,2010-2015,177.95,8,2
,2010-2015,183.51,8,5
Western Europe,2010-2015,38.05,8,4
Western Europe,2010-2015,142.97,8,4
Western Europe,2010-2015,182.09,8,4
Northern Europe,2010-2015,39.56,8,2
Eastern Europe,2010-2015,117.45,8,3
Southern Europe,2010-2015,33.83,8,1
Western Europe,2010-2015,37.11,8,4
Northern Europe,2010-2015,34.94,8,2
,2010-2015,490.3,8,5
Western Europe,2010-2015,35.4,8,4
,2010-2015,34.2,8,5
Western Europe,2010-2015,142.97,8,4
Northern Europe,2010-2015,16.76,8,2
,2010-2015,32.31,8,5
,2010-2015,285.22,8,5
,2010-2015,180.0,8,5
Northern Europe,2010-2015,45.9,8,2
Northern Europe,2010-2015,156.21,8,2
Northern Europe,2010-2015,281.15,8,2
Western Europe,2010-2015,37.55,8,4
,2010-2015,32.46,8,5
Northern Europe,2010-2015,43.59,8,2
Eastern Europe,2010-2015,27.16,8,3
,2010-2015,230.95,8,5
Southern Europe,2010-2015,137.8,8,1
Western Europe,2010-2015,240.58,8,4
Northern Europe,2010-2015,189.33,8,2
Northern Europe,2010-2015,431.8,8,2
Eastern Europe,2010-2015,124.04,8,3
Western Europe,2010-2015,182.09,8,4
Western Europe,2010-2015,318.14,8,4
,2010-2015,32.15,8,5
,2010-2015,145.46,8,5
Western Europe,2010-2015,179.0,8,4
Northern Europe,2010-2015,121.28,8,2
Northern Europe,2010-2015,42.42,8,2
Southern Europe,2010-2015,371.68,8,1
Northern Europe,2010-2015,36.24,8,2
Western Europe,2010-2015,33.7,8,4
,2010-2015,32.28,8,5
Eastern Europe,2010-2015,300.59,8,3
Western Europe,2010-2015,185.09,8,4
Western Europe,2010-2015,170.0,8,4
Northern Europe,2010-2015,217.58,8,2
Western Europe,2010-2015,211.42,8,4
Northern Europe,2010-2015,27.48,8,2
Western Europe,2010-2015,35.16,8,4
Western Europe,2010-2015,63.52,8,4
Northern Europe,2010-2015,36.17,8,2
Northern Europe,2010-2015,206.25,8,2
Eastern Europe,2010-2015,134.58,8,3
Southern Europe,2010-2015,145.2,8,1
Southern Europe,2010-2015,32.81,8,1
Southern Europe,2010-2015,369.22,8,1
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,895.0,8,4
Western Europe,2010-2015,613.6,8,4
,2010-2015,129.0,8,5
Southern Europe,2010-2015,282.7,8,1
Western Europe,2010-2015,108.8,8,4
Western Europe,2010-2015,393.2,8,4
,2010-2015,1016.99,8,5
Eastern Europe,2010-2015,244.86,8,3
Northern Europe,2010-2015,125.42,8,2
,2010-2015,109.98,8,5
,2010-2015,52.33,8,5
Eastern Europe,2010-2015,141.55,8,3
Western Europe,2010-2015,123.53,8,4
Western Europe,2010-2015,230.16,8,4
Northern Europe,2010-2015,174.27,8,2
,2010-2015,431.65,8,5
Southern Europe,2010-2015,223.67,8,1
Southern Europe,2010-2015,427.6,8,1
Western Europe,2010-2015,,8,4
,2010-2015,,8,5
Southern Europe,2010-2015,411.94,8,1
,2010-2015,130.52,8,5
Western Europe,2010-2015,,8,4
Southern Europe,2010-2015,363.85,8,1
,2010-2015,270.85,8,5
,2010-2015,92.29,8,5
,2010-2015,211.0,8,5
Northern Europe,2010-2015,182.1,8,2
Northern Europe,2010-2015,291.72,8,2
Western Europe,2010-2015,92.82,8,4
Southern Europe,2010-2015,224.0,8,1
,2010-2015,1280.96,8,5
Southern Europe,2010-2015,258.3,8,1
Northern Europe,2010-2015,263.7,8,2
Northern Europe,2010-2015,197.24,8,2
Southern Europe,2010-2015,126.63,8,1
Western Europe,2010-2015,259.9,8,4
,2010-2015,1277.85,8,5
,2010-2015,,8,5
Northern Europe,2010-2015,194.82,8,2
Western Europe,2010-2015,79.8,8,4
Eastern Europe,2010-2015,189.2,8,3
Western Europe,2010-2015,130.9,8,4
Western Europe,2010-2015,1040.0,8,4
,2010-2015,324.06,8,5
,2010-2015,234.02,8,5
Western Europe,2010-2015,1200.0,8,4
Southern Europe,2010-2015,240.25,8,1
Eastern Europe,2010-2015,496.61,8,3
Eastern Europe,2010-2015,142.58,8,3
Northern Europe,2010-2015,51.7,8,2
Southern Europe,2010-2015,379.86,8,1
Southern Europe,2010-2015,438.89,8,1
,2010-2015,349.96,8,5
Northern Europe,2010-2015,244.43,8,2
,2010-2015,239.0,8,5
Southern Europe,2010-2015,387.54,8,1
,2010-2015,308.41,8,5
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,,8,4
Southern Europe,2010-2015,571.94,8,1
,2010-2015,133.24,8,5
,2010-2015,508.43,8,5
Eastern Europe,2010-2015,97.89,8,3
Southern Europe,2010-2015,186.68,8,1
,2010-2015,234.0,8,5
Western Europe,2010-2015,158.0,8,4
Eastern Europe,2010-2015,250.65,8,3
Western Europe,2010-2015,183.49,8,4
Western Europe,2010-2015,401.0,8,4
Eastern Europe,2010-2015,128.61,8,3
Western Europe,2010-2015,117.55,8,4
Western Europe,2010-2015,107.66,8,4
Eastern Europe,2010-2015,311.23,8,3
Northern Europe,2010-2015,159.2,8,2
,2010-2015,,8,5
,2010-2015,,8,5
Western Europe,2010-2015,,8,4
,2010-2015,197.74,8,5
Northern Europe,2010-2015,416.58,8,2
Southern Europe,2010-2015,39.95,8,1
,2010-2015,385.81,8,5
Southern Europe,2010-2015,247.6,8,1
Northern Europe,2010-2015,895.56,8,2
,2010-2015,282.25,8,5
,2010-2015,180.13,8,5
Western Europe,2010-2015,,8,4
Southern Europe,2010-2015,824.6,8,1
Northern Europe,2010-2015,1849.87,8,2
Southern Europe,2010-2015,374.63,8,1
,2010-2015,,8,5
Southern Europe,2010-2015,550.0,8,1
Southern Europe,2010-2015,215.24,8,1
,2010-2015,106.82,8,5
Eastern Europe,2010-2015,263.32,8,3
Southern Europe,2010-2015,151.46,8,1
,2010-2015,,8,5
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,407.3,8,4
,2010-2015,167.89,8,5
,2010-2015,,8,5
Western Europe,2010-2015,,8,4
,2010-2015,195.03,8,5
Northern Europe,2010-2015,734.96,8,2
Western Europe,2010-2015,,8,4
Eastern Europe,2010-2015,340.55,8,3
Northern Europe,2010-2015,91.34,8,2
,2010-2015,173.26,8,5
Northern Europe,2010-2015,108.06,8,2
,2010-2015,164.73,8,5
Western Europe,2010-2015,393.2,8,4
Western Europe,2010-2015,136.1,8,4
Northern Europe,2010-2015,178.04,8,2
,2010-2015,130.0,8,5
Northern Europe,2010-2015,89.01,8,2
,2010-2015,,8,5
,2010-2015,51.0,8,5
Eastern Europe,2010-2015,121.52,8,3
,2010-2015,88.92,8,5
,2010-2015,136.0,8,5
Western Europe,2010-2015,218.2,8,4
,2010-2015,,8,5
Northern Europe,2010-2015,208.79,8,2
,2010-2015,214.45,8,5
Southern Europe,2010-2015,237.0,8,1
,2010-2015,98.17,8,5
Northern Europe,2010-2015,259.96,8,2
Western Europe,2010-2015,182.9,8,4
,2010-2015,669.91,8,5
Southern Europe,2010-2015,37.22,8,1
Southern Europe,2010-2015,148.34,8,1
Northern Europe,2010-2015,205.05,8,2
Northern Europe,2010-2015,226.2,8,2
Western Europe,2010-2015,,8,4
Northern Europe,2010-2015,86.12,8,2
Western Europe,2010-2015,,8,4
Northern Europe,2010-2015,108.5,8,2
Western Europe,2010-2015,151.2,8,4
Southern Europe,2010-2015,197.85,8,1
Southern Europe,2010-2015,115.04,8,1
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,,8,4
Eastern Europe,2010-2015,92.94,8,3
Northern Europe,2010-2015,1022.76,8,2
Northern Europe,2010-2015,115.76,8,2
Southern Europe,2010-2015,97.25,8,1
Western Europe,2010-2015,112.98,8,4
,2010-2015,,8,5
Eastern Europe,2010-2015,262.05,8,3
,2010-2015,212.56,8,5
,2010-2015,513.38,8,5
Eastern Europe,2010-2015,172.15,8,3
,2010-2015,,8,5
,2010-2015,,8,5
Northern Europe,2010-2015,136.73,8,2
Northern Europe,2010-2015,1076.38,8,2
Southern Europe,2010-2015,1674.21,8,1
Western Europe,2010-2015,,8,4
Southern Europe,2010-2015,169.77,8,1
,2010-2015,110.58,8,5
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,201.3,8,4
Southern Europe,2010-2015,152.39,8,1
Northern Europe,2010-2015,,8,2
,2010-2015,82.21,8,5
,2010-2015,,8,5
Northern Europe,2010-2015,215.41,8,2
Eastern Europe,2010-2015,102.68,8,3
Western Europe,2010-2015,130.9,8,4
Western Europe,2010-2015,613.6,8,4
Southern Europe,2010-2015,53.47,8,1
Western Europe,2010-2015,91.0,8,4
Western Europe,2010-2015,,8,4
Eastern Europe,2010-2015,219.13,8,3
,2010-2015,88.66,8,5
,2010-2015,88.0,8,5
Southern Europe,2010-2015,201.32,8,1
Northern Europe,2010-2015,98.66,8,2
Northern Europe,2010-2015,245.51,8,2
,2010-2015,225.07,8,5
Southern Europe,2010-2015,195.59,8,1
Western Europe,2010-2015,248.6,8,4
Southern Europe,2010-2015,124.85,8,1
Western Europe,2010-2015,1659.81,8,4
Southern Europe,2010-2015,311.54,8,1
Southern Europe,2010-2015,87.84,8,1
Northern Europe,2010-2015,115.01,8,2
,2010-2015,86.65,8,5
Western Europe,2010-2015,1218.23,8,4
Southern Europe,2010-2015,286.3,8,1
,2010-2015,93.57,8,5
Southern Europe,2010-2015,205.9,8,1
,2010-2015,1420.6,8,5
,2010-2015,,8,5
Western Europe,2010-2015,153.0,8,4
,2010-2015,88.45,8,5
,2010-2015,750.79,8,5
Southern Europe,2010-2015,34.3,8,1
,2010-2015,108.22,8,5
,2010-2015,,8,5
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,190.8,8,4
Western Europe,2010-2015,121.0,8,4
,2010-2015,,8,5
,2010-2015,209.52,8,5
Eastern Europe,2010-2015,127.97,8,3
,2010-2015,,8,5
Western Europe,2010-2015,,8,4
,2010-2015,146.42,8,5
Northern Europe,2010-2015,101.34,8,2
Eastern Europe,2010-2015,59.41,8,3
Southern Europe,2010-2015,91.15,8,1
Southern Europe,2010-2015,92.13,8,1
Northern Europe,2010-2015,157.92,8,2
,2010-2015,,8,5
Western Europe,2010-2015,202.49,8,4
Western Europe,2010-2015,,8,4
Southern Europe,2010-2015,175.86,8,1
Southern Europe,2010-2015,92.9,8,1
Northern Europe,2010-2015,181.5,8,2
Southern Europe,2010-2015,364.44,8,1
Eastern Europe,2010-2015,64.66,8,3
,2010-2015,194.58,8,5
Southern Europe,2010-2015,222.63,8,1
,2010-2015,139.49,8,5
,2010-2015,35.49,8,5
Western Europe,2010-2015,,8,4
Northern Europe,2010-2015,41.33,8,2
Western Europe,2010-2015,597.8,8,4
Western Europe,2010-2015,297.9,8,4
Northern Europe,2010-2015,188.13,8,2
,2010-2015,34.54,8,5
,2010-2015,199.74,8,5
Northern Europe,2010-2015,145.3,8,2
,2010-2015,,8,5
,2010-2015,154.94,8,5
,2010-2015,166.69,8,5
Western Europe,2010-2015,186.45,8,4
Southern Europe,2010-2015,56.5,8,1
Southern Europe,2010-2015,207.96,8,1
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,163.0,8,4
Northern Europe,2010-2015,37.95,8,2
Western Europe,2010-2015,62.3,8,4
Northern Europe,2010-2015,179.62,8,2
Southern Europe,2010-2015,172.33,8,1
Southern Europe,2010-2015,74.9,8,1
,2010-2015,191.39,8,5
Eastern Europe,2010-2015,133.45,8,3
,2010-2015,,8,5
,2010-2015,67.5,8,5
Southern Europe,2010-2015,61.99,8,1
,2010-2015,,8,5
Western Europe,2010-2015,192.72,8,4
,2010-2015,124.92,8,5
Eastern Europe,2010-2015,108.69,8,3
Western Europe,2010-2015,,8,4
Southern Europe,2010-2015,224.43,8,1
Western Europe,2010-2015,380.0,8,4
Western Europe,2010-2015,,8,4
,2010-2015,67.38,8,5
,2010-2015,,8,5
,2010-2015,317.87,8,5
Western Europe,2010-2015,807.0,8,4
Northern Europe,2010-2015,167.81,8,2
Northern Europe,2010-2015,70.22,8,2
Western Europe,2010-2015,,8,4
,2010-2015,261.82,8,5
,2010-2015,57.27,8,5
Western Europe,2010-2015,52.2,8,4
Northern Europe,2010-2015,160.94,8,2
Southern Europe,2010-2015,62.6,8,1
,2010-2015,194.06,8,5
Southern Europe,2010-2015,318.84,8,1
Southern Europe,2010-2015,101.36,8,1
Western Europe,2010-2015,,8,4
,2010-2015,53.79,8,5
Northern Europe,2010-2015,,8,2
,2010-2015,,8,5
Western Europe,2010-2015,,8,4
,2010-2015,132.94,8,5
Southern Europe,2010-2015,303.67,8,1
Southern Europe,2010-2015,308.39,8,1
Western Europe,2010-2015,113.2,8,4
Southern Europe,2010-2015,251.89,8,1
,2010-2015,94.0,8,5
,2010-2015,177.24,8,5
Eastern Europe,2010-2015,39.09,8,3
Northern Europe,2010-2015,99.6,8,2
Eastern Europe,2010-2015,287.89,8,3
Western Europe,2010-2015,,8,4
,2010-2015,270.49,8,5
Western Europe,2010-2015,338.3,8,4
Western Europe,2010-2015,71.0,8,4
,2010-2015,100.96,8,5
Southern Europe,2010-2015,62.1,8,1
Western Europe,2010-2015,693.9,8,4
,2010-2015,,8,5
,2010-2015,106.16,8,5
Eastern Europe,2010-2015,39.38,8,3
,2010-2015,176.04,8,5
Southern Europe,2010-2015,145.3,8,1
,2010-2015,256.72,8,5
Eastern Europe,2010-2015,28.13,8,3
Eastern Europe,2010-2015,32.84,8,3
,2010-2015,,8,5
Northern Europe,2010-2015,55.23,8,2
Northern Europe,2010-2015,38.99,8,2
Northern Europe,2010-2015,212.25,8,2
Northern Europe,2010-2015,36.77,8,2
,2010-2015,232.0,8,5
Northern Europe,2010-2015,149.62,8,2
,2010-2015,34.5,8,5
Western Europe,2010-2015,,8,4
,2010-2015,122.0,8,5
Western Europe,2010-2015,39.46,8,4
Western Europe,2010-2015,207.15,8,4
Western Europe,2010-2015,,8,4
Northern Europe,2010-2015,161.63,8,2
Western Europe,2010-2015,37.85,8,4
Western Europe,2010-2015,168.85,8,4
Western Europe,2010-2015,693.9,8,4
,2010-2015,,8,5
Western Europe,2010-2015,130.9,8,4
Western Europe,2010-2015,35.02,8,4
,2010-2015,173.05,8,5
Western Europe,2010-2015,36.12,8,4
,2010-2015,171.0,8,5
,2010-2015,110.57,8,5
Southern Europe,2010-2015,52.2,8,1
Northern Europe,2010-2015,34.63,8,2
,2010-2015,34.28,8,5
Western Europe,2010-2015,37.0,8,4
Northern Europe,2010-2015,41.78,8,2
,2010-2015,,8,5
Southern Europe,2010-2015,41.7,8,1
Eastern Europe,2010-2015,148.29,8,3
Southern Europe,2010-2015,138.9,8,1
Eastern Europe,2010-2015,29.48,8,3
,2010-2015,37.8,8,5
Western Europe,2010-2015,334.43,8,4
Northern Europe,2010-2015,27.86,8,2
Western Europe,2010-2015,37.58,8,4
Eastern Europe,2010-2015,206.13,8,3
Southern Europe,2010-2015,350.0,8,1
Western Europe,2010-2015,35.82,8,4
Western Europe,2010-2015,205.26,8,4
Northern Europe,2010-2015,24.36,8,2
Western Europe,2010-2015,168.85,8,4
Northern Europe,2010-2015,37.8,8,2
,2010-2015,178.36,8,5
,2010-2015,96.63,8,5
Western Europe,2010-2015,38.1,8,4
Western Europe,2010-2015,155.0,8,4
Southern Europe,2010-2015,46.84,8,1
Northern Europe,2010-2015,102.66,8,2
Northern Europe,2010-2015,29.06,8,2
,2010-2015,114.33,8,5
Western Europe,2010-2015,37.5,8,4
Northern Europe,2010-2015,28.03,8,2
Southern Europe,2010-2015,240.4,8,1
Southern Europe,2010-2015,128.46,8,1
,2010-2015,179.2,8,5
Southern Europe,2010-2015,883.0,8,1
Western Europe,2010-2015,210.7,8,4
Southern Europe,2010-2015,34.44,8,1
Northern Europe,2010-2015,340.24,8,2
Western Europe,2010-2015,236.16,8,4
Western Europe,2010-2015,338.3,8,4
Northern Europe,2010-2015,191.58,8,2
,2010-2015,32.77,8,5
Eastern Europe,2010-2015,113.41,8,3
,2010-2015,168.33,8,5
,2010-2015,40.75,8,5
Southern Europe,2010-2015,43.22,8,1
,2010-2015,174.05,8,5
Northern Europe,2010-2015,44.27,8,2
Southern Europe,2010-2015,35.38,8,1
,2010-2015,,8,5
Eastern Europe,2010-2015,122.2,8,3
Southern Europe,2010-2015,43.16,8,1
Western Europe,2010-2015,,8,4
,2010-2015,29.97,8,5
Southern Europe,2010-2015,420.35,8,1
Western Europe,2010-2015,69.12,8,4
Northern Europe,2010-2015,40.08,8,2
,2010-2015,72.63,8,5
Eastern Europe,2010-2015,112.07,8,3
,2010-2015,187.58,8,5
Northern Europe,2010-2015,36.42,8,2
Eastern Europe,2010-2015,224.37,8,3
,2010-2015,34.18,8,5
Western Europe,2010-2015,130.9,8,4
Southern Europe,2010-2015,217.91,8,1
,2010-2015,35.6,8,5
Western Europe,2010-2015,38.8,8,4
Southern Europe,2010-2015,172.6,8,1
Southern Europe,2010-2015,260.67,8,1
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,143.0,8,4
Southern Europe,2010-2015,151.13,8,1
,2010-2015,,8,5
Western Europe,2010-2015,242.0,8,4
,2010-2015,5.8,8,5
Western Europe,2010-2015,180.41,8,4
Eastern Europe,2010-2015,118.18,8,3
Southern Europe,2010-2015,188.46,8,1
,2010-2015,5.53,8,5
Western Europe,2010-2015,884.0,8,4
,2010-2015,232.27,8,5
Western Europe,2010-2015,,8,4
Southern Europe,2010-2015,7.16,8,1
Northern Europe,2010-2015,99.86,8,2
,2010-2015,228.62,8,5
,2010-2015,,8,5
Southern Europe,2010-2015,229.94,8,1
Northern Europe,2010-2015,8.28,8,2
Southern Europe,2010-2015,136.48,8,1
,2010-2015,176.92,8,5
Eastern Europe,2010-2015,7.88,8,3
,2010-2015,300.0,8,5
,2010-2015,167.0,8,5
,2010-2015,285.0,8,5
,2010-2015,10.89,8,5
Southern Europe,2010-2015,8.98,8,1
,2010-2015,,8,5
,2010-2015,95.43,8,5
Northern Europe,2010-2015,7.58,8,2
,2010-2015,321.75,8,5
Southern Europe,2010-2015,13.67,8,1
Northern Europe,2010-2015,145.86,8,2
,2010-2015,5.69,8,5
,2010-2015,,8,5
,2010-2015,,8,5
,2010-2015,9.61,8,5
Western Europe,2010-2015,284.7,8,4
Western Europe,2010-2015,180.26,8,4
,2010-2015,187.39,8,5
Western Europe,2010-2015,16.5,8,4
Southern Europe,2010-2015,140.45,8,1
Northern Europe,2010-2015,122.79,8,2
Western Europe,2010-2015,117.3,8,4
Northern Europe,2010-2015,6.28,8,2
,2010-2015,142.49,8,5
Northern Europe,2010-2015,6.91,8,2
Southern Europe,2010-2015,215.8,8,1
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,,8,4
Eastern Europe,2010-2015,88.67,8,3
Northern Europe,2010-2015,107.4,8,2
Western Europe,2010-2015,219.31,8,4
Southern Europe,2010-2015,68.66,8,1
Southern Europe,2010-2015,179.5,8,1
Western Europe,2010-2015,106.92,8,4
Southern Europe,2010-2015,40.07,8,1
,2010-2015,65.32,8,5
Western Europe,2010-2015,804.0,8,4
Northern Europe,2010-2015,78.5,8,2
Southern Europe,2010-2015,104.33,8,1
Western Europe,2010-2015,129.07,8,4
Eastern Europe,2010-2015,119.27,8,3
,2010-2015,142.51,8,5
Western Europe,2010-2015,693.9,8,4
,2010-2015,233.53,8,5
Southern Europe,2010-2015,25.13,8,1
Western Europe,2010-2015,191.9,8,4
,2010-2015,,8,5
,2010-2015,66.92,8,5
Western Europe,2010-2015,101.14,8,4
,2010-2015,,8,5
Northern Europe,2010-2015,98.34,8,2
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,,8,4
Northern Europe,2010-2015,7.01,8,2
,2010-2015,118.87,8,5
Western Europe,2010-2015,225.1,8,4
Western Europe,2010-2015,143.0,8,4
,2010-2015,,8,5
,2010-2015,7.04,8,5
Southern Europe,2010-2015,243.23,8,1
Eastern Europe,2010-2015,225.26,8,3
,2010-2015,,8,5
,2010-2015,426.81,8,5
Southern Europe,2010-2015,22.0,8,1
Western Europe,2010-2015,540.0,8,4
Eastern Europe,2010-2015,32.21,8,3
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,145.7,8,4
Western Europe,2010-2015,62.0,8,4
,2010-2015,310.37,8,5
Eastern Europe,2010-2015,109.85,8,3
Western Europe,2010-2015,2.9,8,4
,2010-2015,,8,5
,2010-2015,140.58,8,5
Western Europe,2010-2015,7.9,8,4
Western Europe,2010-2015,13.89,8,4
Northern Europe,2010-2015,85.31,8,2
Northern Europe,2010-2015,126.67,8,2
Northern Europe,2010-2015,24.65,8,2
,2010-2015,140.3,8,5
,2010-2015,6.68,8,5
Northern Europe,2010-2015,198.95,8,2
Western Europe,2010-2015,5.1,8,4
,2010-2015,,8,5
Northern Europe,2010-2015,171.05,8,2
,2010-2015,119.84,8,5
Northern Europe,2010-2015,188.78,8,2
Southern Europe,2010-2015,18.37,8,1
Northern Europe,2010-2015,8.77,8,2
Western Europe,2010-2015,192.9,8,4
Northern Europe,2010-2015,217.76,8,2
Southern Europe,2010-2015,7.54,8,1
Western Europe,2010-2015,,8,4
,2010-2015,122.0,8,5
Eastern Europe,2010-2015,6.04,8,3
Northern Europe,2010-2015,6.39,8,2
Southern Europe,2010-2015,17.7,8,1
,2010-2015,124.55,8,5
Western Europe,2010-2015,307.8,8,4
Western Europe,2010-2015,729.0,8,4
Northern Europe,2010-2015,95.94,8,2
Southern Europe,2010-2015,69.88,8,1
,2010-2015,152.5,8,5
Southern Europe,2010-2015,255.21,8,1
Southern Europe,2010-2015,322.81,8,1
,2010-2015,156.34,8,5
Eastern Europe,2010-2015,210.41,8,3
Southern Europe,2010-2015,197.51,8,1
Northern Europe,2010-2015,80.07,8,2
,2010-2015,197.5,8,5
Eastern Europe,2010-2015,182.41,8,3
,2010-2015,106.38,8,5
,2010-2015,446.9,8,5
Southern Europe,2010-2015,398.8,8,1
Western Europe,2010-2015,121.5,8,4
Western Europe,2010-2015,156.8,8,4
Southern Europe,2010-2015,425.5,8,1
Northern Europe,2010-2015,194.27,8,2
Western Europe,2010-2015,211.36,8,4
Southern Europe,2010-2015,388.14,8,1
Eastern Europe,2010-2015,198.41,8,3
Western Europe,2010-2015,,8,4
,2010-2015,559.56,8,5
Northern Europe,2010-2015,148.27,8,2
Northern Europe,2010-2015,240.52,8,2
Western Europe,2010-2015,224.0,8,4
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,588.7,8,4
,2010-2015,147.74,8,5
Western Europe,2010-2015,,8,4
,2010-2015,111.53,8,5
,2010-2015,,8,5
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,,8,4
Northern Europe,2010-2015,180.06,8,2
,2010-2015,143.85,8,5
,2010-2015,78.95,8,5
Southern Europe,2010-2015,202.64,8,1
Western Europe,2010-2015,688.4,8,4
Southern Europe,2010-2015,90.43,8,1
Western Europe,2010-2015,214.22,8,4
Western Europe,2010-2015,116.16,8,4
Eastern Europe,2010-2015,206.34,8,3
Southern Europe,2010-2015,423.92,8,1
Northern Europe,2010-2015,129.92,8,2
,2010-2015,,8,5
,2010-2015,261.07,8,5
Eastern Europe,2010-2015,189.18,8,3
,2010-2015,,8,5
,2010-2015,299.83,8,5
Southern Europe,2010-2015,395.22,8,1
Western Europe,2010-2015,184.56,8,4
,2010-2015,258.15,8,5
Northern Europe,2010-2015,223.33,8,2
Eastern Europe,2010-2015,234.85,8,3
Northern Europe,2010-2015,175.88,8,2
,2010-2015,265.61,8,5
Northern Europe,2010-2015,98.86,8,2
Northern Europe,2010-2015,219.92,8,2
Western Europe,2010-2015,111.24,8,4
,2010-2015,255.53,8,5
Southern Europe,2010-2015,169.85,8,1
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,189.75,8,4
,2010-2015,120.58,8,5
Western Europe,2010-2015,,8,4
,2010-2015,238.0,8,5
Northern Europe,2010-2015,1070.92,8,2
Western Europe,2010-2015,100.0,8,4
,2010-2015,1556.92,8,5
,2010-2015,131.0,8,5
,2010-2015,223.62,8,5
Northern Europe,2010-2015,55.87,8,2
Southern Europe,2010-2015,445.55,8,1
Northern Europe,2010-2015,188.64,8,2
Western Europe,2010-2015,148.0,8,4
Southern Europe,2010-2015,201.44,8,1
,2010-2015,516.68,8,5
Northern Europe,2010-2015,794.04,8,2
Northern Europe,2010-2015,181.95,8,2
Southern Europe,2010-2015,257.38,8,1
Western Europe,2010-2015,,8,4
Southern Europe,2010-2015,148.63,8,1
Southern Europe,2010-2015,251.3,8,1
,2010-2015,,8,5
,2010-2015,173.0,8,5
,2010-2015,138.79,8,5
Eastern Europe,2010-2015,222.06,8,3
,2010-2015,,8,5
,2010-2015,193.56,8,5
Western Europe,2010-2015,,8,4
Southern Europe,2010-2015,65.09,8,1
Southern Europe,2010-2015,369.44,8,1
Western Europe,2010-2015,,8,4
Western Europe,2010-2015,,8,4
Southern Europe,2010-2015,247.17,8,1
,2010-2015,,8,5
Northern Europe,2010-2015,178.18,8,2
Eastern Europe,2010-2015,99.54,8,3
,2010-2015,,8,5
,2010-2015,227.1,8,5
Western Europe,2010-2015,,8,4
Southern Europe,2010-2015,238.22,8,1
Southern Europe,2010-2015,113.89,8,1
,2010-2015,158.41,8,5
Northern Europe,2010-2015,1080.08,8,2
Western Europe,2010-2015,121.5,8,4
Eastern Europe,2010-2015,130.97,8,3
,2010-2015,180.95,8,5
Western Europe,2010-2015,,8,4
,2010-2015,62.5,8,5
Northern Europe,2010-2015,133.4,8,2
Western Europe,2010-2015,688.4,8,4
Southern Europe,2010-2015,321.24,8,1
Northern Europe,2010-2015,89.29,8,2
Southern Europe,2010-2015,257.37,8,1
Western Europe,2010-2015,337.9,8,4
Western Europe,2010-2015,288.7,8,4
,2010-2015,276.09,8,5
Eastern Europe,2010-2015,232.95,8,3
Western Europe,2010-2015,140.0,8,4
Western Europe,2010-2015,158.49,8,4
Eastern Europe,2010-2015,328.34,8,3
Southern Europe,2010-2015,322.54,8,1
,2010-2015,,8,5
Southern Europe,2010-2015,143.2,8,1
Southern Europe,2010-2015,231.0,8,1
Eastern Europe,2010-2015,211.75,8,3
,2010-2015,,8,5
,2010-2015,,8,5
,2010-2015,187.73,8,5
Northern Europe,2010-2015,169.85,8,2
Eastern Europe,2010-2015,63.91,8,3
Western Europe,2010-2015,253.44,8,4
,2010-2015,649.6,8,5
Northern Europe,2010-2015,25.38,8,2
